year,month,date,day,time,lineup,canceled,postponed,soldOut

2014,April,26,Sat,5:00pm,In Defence | The Lurking Corpses | Vickers | Traffic Death,False,False,False

2014,April,26,Sat,9:30pm,Tele Novella | Canby | Ramona Muse,False,False,False

2014,April,27,Sun,5:00pm,The Brutal Alliance Tour | Embryonic Devourment | Abolishment of Flesh | The Opaque,False,False,False

2014,April,27,Sun,9:30pm,Downtown Brown | DAVE,False,False,False

2014,April,28,Mon,7:30pm,Julia Lucille | Dwight Smith | Lucca Soria | 311Io,False,False,False

2014,April,29,Tue,6:00pm,GoodcaT | River Glen,False,False,False

2014,April,30,Wed,5:00pm,Thira | Ghosthive | The Creation Complex | Desire My Difference,False,False,False

2014,March,1,Sat,5:00pm,Love Songs For Lonely Monsters Record Release Party | Fetal Pig | The Seed of Something | The Mourning Electric,False,False,False

2014,March,1,Sat,9:30pm,Love Songs For Lonely Monsters Record Release Party | Volcano Boys | Satellite State,False,False,False

2014,March,2,Sun,6:00pm,KR | Alex Wiley | Rob Shepard,False,False,False

2014,March,3,Mon,5:00pm,State Champs | Candy Hearts | A Better Reality | Survival Soundtrack | The Getaway Scene,False,False,False

2014,March,4,Tue,8:00pm,KING BUZZO | Monokino,False,False,False

2014,March,5,Wed,7:00pm,Cibo Matto | Buffalo Daughter,False,False,False

2014,March,6,Thu,7:30pm,In Rooms | Dana T | Paige Harpin | Jordan Mayland | Joey Verskotzi,False,False,False

2014,March,7,Fri,5:30pm,ILLWAY | Kickstart Tomorrow | Ask,False,False,False

2014,March,7,Fri,9:30pm,DJ Pretty Good vs DJ Pretty Bad,False,False,False

2014,March,8,Sat,5:00pm,Model Stranger | Canyons | Dwellers of The Twilight Void | Hazer,False,False,False

2014,March,8,Sat,9:30pm,Low Forms | Tyborn Jig | Skin Of Earth | Easy Fruit,False,False,False

2014,March,9,Sun,8:30pm,Black Daniels and The Bears | Show Me on the Doll | Abbie Sawyer,False,False,False

2014,March,10,Mon,8:30pm,The Reverend Peytons Big Damn Band | Stutterin Jimmy,False,False,False

2014,March,11,Tue,8:30pm,Uncommon Nasa | Karma Kids | Aeon Grey,False,False,False

2014,March,13,Thu,7:30pm,Comedy Zombie,False,False,False

2014,March,14,Fri,6:00pm,Dak Flow | Rob Sheppard | Tommy Woxell,False,False,False

2014,March,14,Fri,9:30pm,Adam Marsland | Lucca Soria | DJ TONEBONE  DJ POWER POP,False,False,False

2014,March,15,Sat,5:00pm,Vince Da Prince,False,False,False

2014,March,15,Sat,9:30pm,Pets with Human Names | Cheers | Premium Draft,False,False,False

2014,March,16,Sun,5:00pm,Young and Livin,False,False,False

2014,March,17,Mon,7:30pm,Clayton Severson | Gilbert Goldsmith | Ryne Doughty | Lesbian Poetry,False,False,False

2014,March,19,Wed,6:00pm,Gasoline Heart | The Shrooks,False,False,False

2014,March,19,Wed,9:30pm,Sloth Rust | Canyons | Conrad Bascom,False,False,False

2014,March,20,Thu,8:30pm,Dead Larry | Linear Symmetry,False,False,False

2014,March,21,Fri,5:00pm,What About Bruce | The Crash Pilots | Lake of Fat Kids,False,False,False

2014,March,21,Fri,9:30pm,Fenster | PussyWillow | Stewardesses,False,False,False

2014,March,22,Sat,5:00pm,Pinewood Overcoat | 2Spooky4U | Logan Grote,False,False,False

2014,March,22,Sat,9:30pm,Bop Boyz,False,False,False

2014,March,23,Sun,5:00pm,Industry Plugged 2,False,False,False

2014,March,23,Sun,9:30pm,Industry Plugged 2 After Party,False,False,False

2014,March,24,Mon,7:30pm,See Through Dresses | Dan Mariska | Liana | T.A.R.A.M.I.S.,False,False,False

2014,March,28,Fri,6:30pm,Polynesian Paradise Dancers,False,False,False

2014,March,28,Fri,9:30pm,Artist Showcase  Win an opening slot on TPain at Val Air,False,False,False

2014,March,29,Sat,6:00pm,Quick Piss | Goldblums | Easy Fruit,False,False,False

2014,March,29,Sat,9:30pm,Satsang | Come Unity,False,False,False

2014,March,30,Sun,8:30pm,Ghettosocks | TimbuktuRaps | DJ Irate | Jon Jubilee | Richie Daggers,False,False,False

2014,February,1,Sat,8:00pm,Waka Winter Classic 2014 | Zeta June | Mighty Shady | Cirrus Minor | Franklins Basement | Fuzzy Logic,False,False,False

2014,February,2,Sun,5:00pm,Sadat X | El Da Sensei | Qwel  Maker | Maxilla Blue,False,False,False

2014,February,2,Sun,9:30pm,Trouble Lights | Annalibera | MR NASTI,False,False,False

2014,February,5,Wed,9:00pm,Industry Unplugged w Mello Tha Guddamm,False,False,False

2014,February,6,Thu,5:30pm,Billy Dreamer | Izzy Starchild | Franklins Basement,False,False,False

2014,February,7,Fri,6:00pm,Sky Patrol | Barrett Beeler | Stoopid,False,False,False

2014,February,7,Fri,9:30pm,Deadman Flats | Jacob County  the Damaged Goods,False,False,False

2014,February,8,Sat,5:30pm,The Getaway Scene | Crystal City | Well Arent You Precious,False,False,False

2014,February,8,Sat,9:30pm,Making Movies | Cardboard Kingdoms | The Host Country,False,False,False

2014,February,9,Sun,5:00pm,Still the Skys Limit | A Better Reality | Lake of Fat Kids | The Fallen Truth | Underdog Story,False,False,False

2014,February,10,Mon,7:30pm,Ultra Bide | Goldblums | John The Bastard | Skin Of Earth | Quick Piss,False,False,False

2014,February,12,Wed,6:00pm,The Kin | Finish Ticket | Oh Honey,False,False,False

2014,February,14,Fri,8:00pm,Tallgrass | Sam Knutson,False,False,False

2014,February,15,Sat,5:00pm,Gs and Gents Showcase,False,False,False

2014,February,15,Sat,9:30pm,MAIDS,False,False,False

2014,February,16,Sun,5:00pm,Michale Graves | Buzzard | Handlebar,False,False,False

2014,February,17,Mon,5:00pm,SeaSick | The Nemo Orchestra | In Rooms | Satellite State,False,False,False

2014,February,18,Tue,6:30pm,Hot Club of Cowtown,False,False,False

2014,February,18,Tue,8:30pm,Oh | Jeremiah | GoodcaT | River Breitbach,False,False,False

2014,February,19,Wed,8:00pm,Caroline Smith | Dustin Smith  the Sunday Silos,False,False,False

2014,February,20,Thu,4:30pm,This Or The Apocalypse | Sworn In | Shai Hulud | Sirens  Sailors | They Will Repent | Intentions,False,False,False

2014,February,21,Fri,5:30pm,The Sapwoods | Diamonds For Eyes | The New Bodies,False,False,False

2014,February,21,Fri,9:30pm,The Wheelers | DRUIDS | Quick Piss,False,False,False

2014,February,22,Sat,6:00pm,Chicago Farmer | Crystal City | Judd Hoskins,False,False,False

2014,February,22,Sat,9:30pm,Rex Mannings Dazed and Confused | Kevin The Robot | New Member Charles | Love Songs For Lonely Monsters | DJ Tone Zone and DJ Swirling Licorice,False,False,False

2014,February,23,Sun,5:00pm,Young and Livin,False,False,False

2014,February,24,Mon,5:00pm,Mumfords | Cookie Doh | Connor Bascom | Lesbian Poetry,False,False,False

2014,February,24,Mon,9:30pm,The Hounds Below | Holy Rattlesnakes | Max Jury,False,False,False

2014,February,25,Tue,8:30pm,Jerry Joseph | Ashleigh Flynn,False,False,False

2014,February,26,Wed,8:30pm,The Blind Pets | The Yawpers | Bad Friends | Royal Nonesuch,False,False,False

2014,February,27,Thu,7:00pm,Black Joe Lewis | Pickwick,False,False,False

2014,February,28,Fri,5:00pm,Air Dubai | Itch,False,False,False

2014,February,28,Fri,9:30pm,Dead Meadow | Land of Blood and Sunshine | Brooks Strause,False,False,False

2014,January,2,Thu,9:00pm,Hottest on the Island Music Showcase,False,False,False

2014,January,3,Fri,7:30pm,Dan Mariska and The Boys Choir | Wrestling With Wolves | Jordan Mayland  The Thermal Detonators record release show | Bad Friends | Through Dresses,False,False,False

2014,January,3,Fri,9:30pm,Dark Mirror | Easy Fruit | Bad Friends,False,False,False

2014,January,4,Sat,5:30pm,Spacecamp DSM | Loretta | Neon Lushell,False,False,False

2014,January,4,Sat,9:30pm,Volcano Boys | Kiriko | Satellite State,False,False,False

2014,January,5,Sun,5:00pm,Max Dvorak | Chris Fairbank,False,False,False

2014,January,7,Tue,5:00pm,Dear You | Display Case | A Better Reality | Sick Of The Day | Lake of Fat Kids,False,False,False

2014,January,8,Wed,5:30pm,Guilty Is The Bear | Rock Paper Dynamite | The Seed of Something,False,False,False

2014,January,10,Fri,5:00pm,Abigail Williams | Erimha | Agrinex | Astral Blood,False,False,False

2014,January,10,Fri,9:30pm,Foxholes | Gloom Balloon | Love Songs For Lnnely Monsters,False,False,False

2014,January,11,Sat,5:00pm,Hollowpoint | Bombardier | Downphase | Ghost In The Machine,False,False,False

2014,January,11,Sat,9:30pm,Skinny Jim  The Number 9 Blacktops | Crystal City,False,False,False

2014,January,12,Sun,6:00pm,Good Colonels | Sera | Thee Goons,False,False,False

2014,January,13,Mon,7:30pm,Neulore | The New Bodies | In Rooms,False,False,False

2014,January,15,Wed,5:00pm,Kid Slim | The Specktators | Farroh | MarKaus | Mic Torrance,False,False,False

2014,January,16,Thu,6:30pm,LT,False,False,False

2014,January,17,Fri,5:00pm,Lake of Fat Kids | Super Powers | Stoopid | A Better Reality,False,False,False

2014,January,17,Fri,9:30pm,Degeneration | Make Your Mark,False,False,False

2014,January,18,Sat,7:30pm,ASKLANDAGANZA 667 | The Poison Control Center | Dairy Terry  the Tarnished Taints | Cat Must  the Hotdog Relishes | Quick Piss,False,False,False

2014,January,19,Sun,5:00pm,Katrachos Way,False,False,False

2014,January,20,Mon,5:00pm,Bailiff | Satellite State | 515 | Sleeping with a Goddess,False,False,False

2014,January,23,Thu,7:30pm,Comedy Zombie,False,False,False

2014,January,24,Fri,8:30pm,Paa Kows By All Means Band | Ade  The Soul Brothers,False,False,False

2014,January,25,Sat,5:00pm,Dawn Of Destruction | As For You | Dark Mirror | This Sudden Darkness,False,False,False

2014,January,28,Tue,5:00pm,Get At Me | The Getaway Scene | Lake of Fat Kids | Stoopid,False,False,False

2014,January,30,Thu,8:30pm,Amy Lynn  The Gunshow | Paige Harpin,False,False,False

2014,January,31,Fri,5:00pm,Cory CP Perez  Joey J,False,False,False

2014,January,31,Fri,9:30pm,Parranderos Latin Combo | DJ Lizz,False,False,False

2013,December,1,Sun,4:00pm,Fit For An Autopsy | The Last Ten Seconds of Life | Micawber | Amass The Grave | Heartland | Through The Darkness,False,False,False

2013,December,1,Sun,9:30pm,Twin Brother | Old Earth | January Rabbit,False,False,False

2013,December,2,Mon,5:30pm,Hibou | Canyons | Satellite State | Stone Mills,False,False,False

2013,December,3,Tue,6:00pm,Crow Moses | Ryan Sheeler,False,False,False

2013,December,5,Thu,9:00pm,Hottest on the Island Music Showcase,False,False,False

2013,December,6,Fri,5:30pm,Atticera | Noremac McCarthy | St George,False,False,False

2013,December,6,Fri,9:30pm,Gold Light | Kovacs and The Polar Bear | Doctor Dentist | Stewardesses,False,False,False

2013,December,7,Sat,6:00pm,Rob Sheppard | Kenzie Spensley | Attack My Imagination,False,False,False

2013,December,7,Sat,9:30pm,Tommy Womack | Jordan Mayland,False,False,False

2013,December,8,Sun,4:00pm,It Lives | It Breathes | Noah | Through The Darkness | Amendments | Ignore The Script | I Cry Wolfe,False,False,False

2013,December,9,Mon,5:30pm,This Century | Nick Santino  the Northern Wind,False,False,False

2013,December,11,Wed,7:30pm,Writers Round Table | Dana Halferty of Parlours | Marybeth Doran | Scott Yoshimura of Canby | Max Jury,False,False,False

2013,December,12,Thu,8:30pm,Linear Symmetry | Subliminal Chaos,False,False,False

2013,December,13,Fri,8:30pm,The Multiple Cat | American Dust | Dylan Sires and Neighbors | The State of California,False,False,False

2013,December,14,Sat,5:30pm,Index Case | Screaming For Silence | Silence Is Broken,False,False,False

2013,December,14,Sat,9:30pm,Tim Easton | Crystal City | Lucca Soria,False,False,False

2013,December,15,Sun,5:00pm,Exhumed | Hours of Decay | Agrinex | Ghostbusters,False,False,False

2013,December,16,Mon,6:00pm,The Oarsman | Ira Grace  the Bible Belt Prophets | Clayton Severson,False,False,False

2013,December,18,Wed,7:30pm,Skin Of Earth | Animal Mothers | The Mountain Hum,False,False,False

2013,December,19,Thu,8:30pm,Comedy Zombie,False,False,False

2013,December,20,Fri,6:30pm,LT,False,False,False

2013,December,20,Fri,9:30pm,A Very Barely Christmas | PURE GUT | Pussy Willow | mediumPenis | Devin Frank,False,False,False

2013,December,21,Sat,5:00pm,Polkadot Cadaver | Violent Fade | Apathy Syndrome | Before 13 Ends,False,False,False

2013,December,21,Sat,9:30pm,prettygirlhatemachine | Angle | PTate | Moonlight Grammar | Tomb,False,False,False

2013,December,23,Mon,9:00pm,Last Night of Summer wDJ Brodacious,False,False,False

2013,December,24,Tue,7:00pm,,False,False,False

2013,December,25,Wed,7:00pm,,False,False,False

2013,December,27,Fri,6:30pm,The Show,False,False,False

2013,December,27,Fri,9:30pm,Diamonds for Eyes | Liana | Obsidians Dream | Unwavery,False,False,False

2013,December,28,Sat,9:00pm,The Breast Christmas Pageant Ever,False,False,False

2013,December,31,Tue,9:00pm,DJ HOGSTYLE  NASTYNOVICH NYE THROWDOWN,False,False,False

2013,November,1,Fri,8:00pm,Sleepy Kitty | Caroline Smith | Dustin Smith  the Sunday Silos,False,False,False

2013,November,2,Sat,8:00pm,Dead Larry | Mighty Shady | The Nemo Orchesta,False,False,False

2013,November,3,Sun,8:30pm,Jabee | Qwel  Maker | Aeon Grey,False,False,False

2013,November,6,Wed,5:00pm,3 Inches of Blood | Dark Mirror | Violent Fade | Parasitical,False,False,False

2013,November,6,Wed,9:30pm,The March Divide | Ryans Tigers  Bears | Doubting Daniel  the Deliverance | GoodcaT,False,False,False

2013,November,7,Thu,8:30pm,VAZ | Animal Mothers | Skin Of Earth,False,False,False

2013,November,8,Fri,4:00pm,The Browning | This Or The Apocalypse | Honour Crest | Tear Out The Heart | Myka Relocate | Hours of Decay | Fragments,False,False,False

2013,November,8,Fri,9:30pm,Ezra Furman | In Rooms | Derek Lambert,False,False,False

2013,November,9,Sat,5:00pm,Tonight Alive | The Downtown Fiction | For The Foxes | Echosmith,False,False,False

2013,November,9,Sat,9:30pm,Threes Company | Wolves In The Attic | Karen Meat  the Players | Twins | Is Home Is dj set,False,False,False

2013,November,10,Sun,5:00pm,Guantanamo Baywatch | Quick Piss | Goldblums | Austrinaut,False,False,False

2013,November,12,Tue,6:00pm,Grieves | Sweatshop Union,False,False,False

2013,November,13,Wed,8:00pm,This Must Be The Band,False,False,False

2013,November,14,Thu,6:00pm,And We Danced | Satellite State | Captains of the Flowered Porch,False,False,False

2013,November,15,Fri,7:30pm,Saintseneca | Vikesh Kapoor | Max Jury | Gilbert Goldsmith,False,False,False

2013,November,16,Sat,5:00pm,Private Party,False,False,False

2013,November,17,Sun,5:00pm,Vince Da Prince | Cory CP Perez | Straight Vodka Ent,False,False,False

2013,November,20,Wed,7:30pm,The Smoking Flowers | Pony Bucket Band | Alien Pick Arrival,False,False,False

2013,November,21,Thu,7:30pm,Marybeth Doran | Annalibera | Dustin Smith  the Sunday Silos,False,False,False

2013,November,22,Fri,8:30pm,The Deer Tracks | MAIDS | Liana | Ramona Muse,False,False,False

2013,November,23,Sat,6:00pm,ILLWAY | Afraid to Refuse | The Wookies,False,False,False

2013,November,23,Sat,9:30pm,The Usual Things | Viva Montesa | Bad Friends,False,False,False

2013,November,24,Sun,5:00pm,DMI All Stars,False,False,False

2013,November,25,Mon,5:00pm,Every Time I Die | letlive | Code Orange Kids,False,False,False

2013,November,27,Wed,7:30pm,Comedy Zombie,False,False,False

2013,November,29,Fri,5:00pm,Zane Nichols | Alex Mortenson | Cort Brown | Benn Isacksen,False,False,False

2013,November,29,Fri,9:30pm,Zeta June | GoodcaT | Fuzzy Logic,False,False,False

2013,November,30,Sat,5:30pm,Gloom Balloon Record Release Party | The Seed of Something | Austin Brown Trio,False,False,False

2013,November,30,Sat,9:30pm,Gloom Balloon Record Release Party | H.D. Harmsen  the Electrophones | Doctor Dentist,False,False,False

2013,October,1,Tue,6:00pm,Love Over Gold featuring Pieta Brown  Lucie Thorne | Lucca Soria,False,False,False

2013,October,2,Wed,5:30pm,GOLDHOUSE | Young London | Is Home Is dj set,False,False,False

2013,October,2,Wed,9:30pm,Yip Deceiver | Electronidoll | Doctor Dentist | Ramona Muse,False,False,False

2013,October,3,Thu,7:00pm,Red Wanting Blue | Chicago Farmer,False,False,False

2013,October,4,Fri,9:00pm,DJ Power Pop at the PBR Bar,False,False,False

2013,October,4,Fri,9:30pm,Third Seven | Angers Powers,False,False,False

2013,October,5,Sat,6:00pm,GoodcaT | Paul Zaboracs Jazz Group,False,False,False

2013,October,5,Sat,9:30pm,Eros and the Eschaton | Canby | Gloom Balloon,False,False,False

2013,October,6,Sun,5:00pm,Youngsir,False,False,False

2013,October,8,Tue,6:00pm,Boone County Comedy Troupe | Tony and the Pizza Cutters | DJ Mona Bonez,False,False,False

2013,October,9,Wed,7:30pm,Pokey LaFarge | Karen Meat  the Players,False,False,False

2013,October,10,Thu,8:30pm,Blue Sky Black Death | Sister Crayon | Annalibera | Is Home Is,False,False,False

2013,October,11,Fri,6:30pm,Justin Adams,False,False,False

2013,October,11,Fri,9:30pm,ShowYouSuck | Gadema w Daggers | Aeon Grey | Calliko,False,False,False

2013,October,12,Sat,4:30pm,Ghost Town | Her Bright Skies | Modern Day Escape | Oh No Fiasco,False,False,False

2013,October,12,Sat,9:00pm,MAIDS at the PBR Bar,False,False,False

2013,October,12,Sat,9:30pm,Taught Abroad | KSRA | Pink Kodiak | Spacecamp,False,False,False

2013,October,13,Sun,5:00pm,The Getaway Scene | Display Case | Airport Novels | Through The Darkness,False,False,False

2013,October,14,Mon,5:00pm,Revocation | Hours of Decay | Abandoned Chaos | Deplorable Immaculacy,False,False,False

2013,October,15,Tue,5:00pm,WAXEATER | Quick Piss | Satellite State | Animal Mothers,False,False,False

2013,October,17,Thu,7:30pm,GoodcaT | SP3,False,False,False

2013,October,18,Fri,8:00pm,Water Liars | Casey Neill  the Norway Rats | Canyons,False,False,False

2013,October,19,Sat,1:00pm,Iowa State YoYo Contest 2013,False,False,False

2013,October,19,Sat,7:00pm,Ali Spagnola,False,False,False

2013,October,19,Sat,9:30pm,Grooms | In Rooms | Kamrar,False,False,False

2013,October,20,Sun,5:00pm,The Bugs | Satellite State | Person Whale | Fred Allen,False,False,False

2013,October,22,Tue,6:00pm,Hawk and Dove | Trevor Sensor,False,False,False

2013,October,23,Wed,7:00pm,Sturgill Simpson,False,False,False

2013,October,24,Thu,7:00pm,The Milk Carton Kids,False,False,False

2013,October,25,Fri,5:00pm,Rivers Of Nihil | Parasitical | Divinion | Amendments,False,False,False

2013,October,25,Fri,9:30pm,Misfits Karaoke Halloween Ball | Descendents Cover Band | Wailin Jennings | DJ Felipe Daggers,False,False,False

2013,October,26,Sat,4:30pm,Vanna | Alpha  Omega | Betrayal | The Greenery | Buster Casey | Intentions,False,False,False

2013,October,26,Sat,9:30pm,Martyrs of Maudlin | H.D. Harmsen,False,False,False

2013,October,27,Sun,7:30pm,BRONCHO | Foxholes,False,False,False

2013,October,28,Mon,5:30pm,Rookie of the Year | Kiernan McCullan | City Under Siege,False,False,False

2013,October,29,Tue,7:30pm,Widowspeak | Pure Bathing Culture | Ramona and the Swimsuits,False,False,False

2013,October,30,Wed,7:30pm,Wild Child | Ryne Doughty,False,False,False

2013,October,31,Thu,6:30pm,Man On Earth | No Good Deed,False,False,False

2013,October,31,Thu,9:30pm,The Squidling Brothers Circus Sideshow,False,False,False

2013,September,1,Sun,5:00pm,RAGE  ROT 2 at the PBR Bar | Mumfords | DRUIDS | Tyborn Jig | Darrell Hamburger  the Ketchup Boys | Pussywillow | DICKWEED | Stone Mills,False,False,False

2013,September,1,Sun,6:00pm,Real Live Tigers | Lesbian Poetry | Madwheel Starfish,False,False,False

2013,September,3,Tue,7:30pm,Baby Birds Dont Drink Milk | Distant Trains | Loop Skywalker | Juxwl,False,False,False

2013,September,4,Wed,6:00pm,O Brother | Native | Daylight,False,False,False

2013,September,5,Thu,4:00pm,Capture The Crown | Secrets | Ice Nine Kills | My Ticket Home | City In The Sea,False,False,False

2013,September,5,Thu,9:30pm,Dumptruck Butterlips,False,False,False

2013,September,6,Fri,6:30pm,Matt Alber | Tom Goss,False,False,False

2013,September,6,Fri,9:00pm,TouchNice at the PBR Bar | Adept | Aeon Grey,False,False,False

2013,September,6,Fri,9:30pm,Captains of the Flowered Porch | Pets with Human Names | Origami Animals,False,False,False

2013,September,7,Sat,3:30pm,Dividing The Masses | Conflicts | Amass The Grave | Divided | Wretches | Submerged | They Will Repent | Casket,False,False,False

2013,September,7,Sat,9:00pm,Richie Daggers at the PBR Bar,False,False,False

2013,September,7,Sat,9:30pm,Micawber | Ganesha | BTFU | Daytripper,False,False,False

2013,September,8,Sun,7:30pm,Diarrhea Planet | The So So Glos | Fancytramp | Karen Meat  the Players,False,False,False

2013,September,9,Mon,5:00pm,Eureka California | Wild Rompit | Satellite State | The Mourning Electric,False,False,False

2013,September,10,Tue,5:30pm,Pete Jive | Easy Riders | The JoLisa Smiths,False,False,False

2013,September,11,Wed,5:30pm,Goodbye For Now w Brandon Neely,False,False,False

2013,September,12,Thu,5:30pm,The Technicolors | Clockwork Calling | 4010,False,False,False

2013,September,12,Thu,9:30pm,Steddy P w DJ Mahf | Gadema w Daggers | prettygirlhatemachine | ShiShi Sakari | Big Mista w Surreal MC,False,False,False

2013,September,13,Fri,6:30pm,Jolie Holland | Eric Kennedy,False,False,False

2013,September,13,Fri,9:00pm,DJ Pretty Good  DJ Pretty Bad  DJ Fairly Comprehensive at the PBR Bar,False,False,False

2013,September,13,Fri,9:30pm,Annalibera | Love Songs For Lonely Monsters | MR NASTI,False,False,False

2013,September,14,Sat,5:00pm,A Global Arts Therapy Benefit | Diamonds For Eyes | Captains of the Flowered Porch | James Manson Band,False,False,False

2013,September,14,Sat,8:00pm,Vacation Dad at the PBR Bar | FARMS | Is Home Is | Little Ruckus,False,False,False

2013,September,14,Sat,9:30pm,Breakneck The Mage | Mr Pizzy | SMC | Ryan Nixon | Gadema w Daggers | Kris Adams,False,False,False

2013,September,15,Sun,5:00pm,Coolzey | Muscle | Lipstick Homicide | Nate Logsdon of Mumfords,False,False,False

2013,September,17,Tue,7:30pm,Jackson Scott | Gloom Balloon | Ramona Muse,False,False,False

2013,September,19,Thu,5:00pm,YHaD | Eden Stokka | Hometeam,False,False,False

2013,September,19,Thu,9:00pm,DJ BROdacious at the PBR Bar,False,False,False

2013,September,20,Fri,9:00pm,DJ NASTYNOVICH Bob of Pavement,False,False,False

2013,September,20,Fri,9:30pm,DRUIDS | Fetal Pig | John The Bastard,False,False,False

2013,September,21,Sat,5:00pm,Sworn In | Gift Giver | Intentions | Buster Casey | Heartland,False,False,False

2013,September,21,Sat,9:00pm,KINKY KYRO at the PBR Bar,False,False,False

2013,September,21,Sat,9:30pm,Cantharone | Violent Fade | Before 13 Ends | Patient Zero,False,False,False

2013,September,22,Sun,6:00pm,The Grahams | Korby Lenker,False,False,False

2013,September,23,Mon,7:30pm,J.D. Wilkes  the Dirt Daubers | Jacob County  the Damaged Goods,False,False,False

2013,September,24,Tue,5:00pm,Lake of Fat Kids | The Wire Frames | What About Bruce | Super Powers,False,False,False

2013,September,26,Thu,7:30pm,Doe Eye | Foxholes | Contra Social,False,False,False

2013,September,27,Fri,8:00pm,Jon Wayne and The Pain | Mighty Shady,False,False,False

2013,September,27,Fri,9:00pm,Voodoo Junkyard at the PBR Bar,False,False,False

2013,September,28,Sat,7:30pm,Outlaw Nation | D.O.B. | Faded | Rise and Shine | Propaganja,False,False,False

2013,September,28,Sat,9:00pm,DJ HOGSTYLE at the PBR Bar,False,False,False

2013,September,29,Sun,7:30pm,Supersuckers | Hellbound Glory | Squidboy,False,False,False

2013,September,30,Mon,5:00pm,The Vibrators | Ghostbusters | Violent Knights | Deaf Kids at Play,False,False,False

2013,September,30,Mon,9:30pm,Steven Roth,False,False,False

2013,August,1,Thu,6:00pm,Shai Hulud | Omens | Strike 3,False,False,False

2013,August,1,Thu,9:30pm,Sidewalk Chalk | Call Me Music,False,False,False

2013,August,2,Fri,4:00pm,Harakiri | Inirie | Chasing Silence | Secondary Grey | Miner | Tanner Buckley,False,False,False

2013,August,2,Fri,9:00pm,Gloom Balloon at the PBR Bar,False,False,False

2013,August,2,Fri,9:30pm,MAIDS | MR NASTI | Annalibera,False,False,False

2013,August,3,Sat,5:30pm,prettygirlhatemachine | Milo | Safari Al | Riley Lake | Tajh,False,False,False

2013,August,3,Sat,9:00pm,Captains of the Flowered Porch at the PBR Bar,False,False,False

2013,August,3,Sat,9:30pm,Mainland,False,False,False

2013,August,4,Sun,7:30pm,Soft Metals | Cuticle | Stewardesses | Alex Body,False,False,False

2013,August,5,Mon,8:30pm,Oleander | Pets with Human Names,False,False,False

2013,August,7,Wed,5:00pm,Rotting Out | Take Offense | Minus | Casket,False,False,False

2013,August,8,Thu,5:00pm,M.I.C.,False,False,False

2013,August,8,Thu,9:30pm,Foxy By Proxy Burlesque Revue,False,False,False

2013,August,9,Fri,4:00pm,The Dangerous Summer | Tommy  The High Pilots | Rare Monk | Breaking Laces,False,False,False

2013,August,9,Fri,9:00pm,Karen Meat  The Players at the PBR Bar,False,False,False

2013,August,9,Fri,9:30pm,Phavian | The Maw | No One | Violent Fade,False,False,False

2013,August,10,Sat,9:00pm,Rex Manning Day Part II,False,False,False

2013,August,10,Sat,9:00pm,Mantis Pincers at the PBR Bar,False,False,False

2013,August,11,Sun,3:30pm,Battle of the Bands,False,False,False

2013,August,12,Mon,7:30pm,Tumbleweed Wanderers,False,False,False

2013,August,13,Tue,5:30pm,Poor Young Things | The JoLisa Smiths | Long Since Dismissed,False,False,False

2013,August,14,Wed,7:30pm,Hockey | Kiriko,False,False,False

2013,August,15,Thu,8:30pm,The Deadly Gentlemen | Chic Gamine,False,False,False

2013,August,16,Fri,5:00pm,Havok | Dark Mirror | Coiltap,False,False,False

2013,August,16,Fri,9:00pm,Love Songs for Lonely Monsters at the PBR Bar,False,False,False

2013,August,16,Fri,9:30pm,Trapdoor Social,False,False,False

2013,August,17,Sat,5:00pm,Voice Of Addiction | Die Mutts | Zombie Marmalade | Deaf Kids at Play,False,False,False

2013,August,17,Sat,9:00pm,New Member Charles at the PBR Bar,False,False,False

2013,August,17,Sat,9:30pm,Comedy Zombie,False,False,False

2013,August,18,Sun,5:30pm,Joe Firstman | Matt Arthur  the Bratlanders | Cause for Concern,False,False,False

2013,August,19,Mon,5:00pm,Against The Grain | Super Powers | The Glashtens | Die Mutts,False,False,False

2013,August,21,Wed,4:30pm,What Weve Become | Pressing Forward | The Impact of Reason | Buster Casey | Oceans,False,False,False

2013,August,22,Thu,6:30pm,The Jason Klobnak Quintet,False,False,False

2013,August,22,Thu,9:30pm,Desert Noises | Foxholes | Lucca Soria,False,False,False

2013,August,23,Fri,6:30pm,Adam Zwig | Science,False,False,False

2013,August,23,Fri,9:00pm,In Rooms cd release show at the PBR Bar,False,False,False

2013,August,23,Fri,9:30pm,Said The Whale | Royal Teeth,False,False,False

2013,August,24,Sat,1:00pm,Shoot The Chutes | Someone Still Loves You Boris Yeltsin | Maps  Atlases | The Melismatics | Torches | Sleepy Kitty | Prissy Clerks | HarDiHar | M34N STR33T,False,False,False

2013,August,25,Sun,5:00pm,Revocation CANCELED | Hours of Decay | Astral Space,False,False,False

